HCPC,SEQNUM,RECID,"LONG DESCRIPTION","SHORT DESCRIPTION",PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,"ADD DT","ACT EFF DT","TERM DT","ACTION CD"
L5658,0010,3,"Addition to lower extremity, socket insert, above knee (kemblo, pelite, aliplast, plastazote or equal)","Socket insert above knee",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5661,0010,3,"Addition to lower extremity, socket insert, multi-durometer symes","Multi-durometer symes",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5665,0010,3,"Addition to lower extremity, socket insert, multi-durometer, below knee","Multi-durometer below knee",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5666,0010,3,"Addition to lower extremity, below knee, cuff suspension","Below knee cuff suspension",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5668,0010,3,"Addition  to lower extremity, below knee, molded distal cushion","Bk molded distal cushion",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,20140101,,N
L5670,0010,3,"Addition to lower extremity, below knee, molded supracondylar suspension ('pts' or similar)","Bk molded supracondylar susp",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5671,0010,3,"Addition to lower extremity, below knee / above knee suspension locking mechanism (shuttle, lanyard or equal), excludes socket insert","Bk/ak locking mechanism",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20020101,20020101,,N
L5672,0010,3,"Addition to lower extremity, below knee, removable medial brim suspension","Bk removable medial brim sus",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5673,0010,3,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, for use with locking mechanism","Socket insert w lock mech",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
L5676,0010,3,"Additions to lower extremity, below knee, knee joints, single axis, pair","Bk knee joints single axis p",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5677,0010,3,"Additions to lower extremity, below knee, knee joints, polycentric, pair","Bk knee joints polycentric p",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5678,0010,3,"Additions to lower extremity, below knee, joint covers, pair","Bk joint covers pair",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19840101,19960101,,N
L5679,0010,3,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, not for use with locking mechanism","Socket insert w/o lock mech",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
L5680,0010,3,"Addition to lower extremity, below knee, thigh lacer, nonmolded","Bk thigh lacer non-molded",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5681,0010,3,"Addition to lower extremity, below knee/above knee, custom fabricated socket insert for congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code l5673 or l5679)","Intl custm cong/latyp insert",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
L5682,0010,3,"Addition to lower extremity, below knee, thigh lacer, gluteal/ischial, molded","Bk thigh lacer glut/ischia m",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5683,0010,3,"Addition to lower extremity, below knee/above knee, custom fabricated socket insert for other than congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code l5673 or l5679)","Initial custom socket insert",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
L5684,0010,3,"Addition to lower extremity, below knee, fork strap","Bk fork strap",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5685,0010,3,"Addition to lower extremity prosthesis, below knee, suspension/sealing sleeve, with or without valve, any material, each","Below knee sus/seal sleeve",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20050101,20050101,,N
L5686,0010,3,"Addition to lower extremity, below knee, back check (extension control)","Bk back check",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5688,0010,3,"Addition to lower extremity, below knee, waist belt, webbing","Bk waist belt webbing",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5690,0010,3,"Addition to lower extremity, below knee, waist belt, padded and lined","Bk waist belt padded and lin",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5692,0010,3,"Addition to lower extremity, above knee, pelvic control belt, light","Ak pelvic control belt light",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5694,0010,3,"Addition to lower extremity, above knee, pelvic control belt, padded and lined","Ak pelvic control belt pad/l",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5695,0010,3,"Addition to lower extremity, above knee, pelvic control, sleeve suspension, neoprene or equal, each","Ak sleeve susp neoprene/equa",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5696,0010,3,"Addition to lower extremity, above knee or knee disarticulation, pelvic joint","Ak/knee disartic pelvic join",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5697,0010,3,"Addition to lower extremity, above knee or knee disarticulation, pelvic band","Ak/knee disartic pelvic band",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5698,0010,3,"Addition to lower extremity, above knee or knee disarticulation, silesian bandage","Ak/knee disartic silesian ba",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5699,0010,3,"All lower extremity prostheses, shoulder harness","Shoulder harness",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5700,0010,3,"Replacement, socket, below knee, molded to patient model","Replace socket below knee",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,19940101,,N
L5701,0010,3,"Replacement, socket, above knee/knee disarticulation, including attachment plate, molded to patient model","Replace socket above knee",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,19940101,,N
L5702,0010,3,"Replacement, socket, hip disarticulation, including hip joint, molded to patient model","Replace socket hip",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,19940101,,N
L5703,0010,3,"Ankle, symes, molded to patient model, socket without solid ankle cushion heel (sach) foot, replacement only","Symes ankle w/o (sach) foot",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20060101,20060101,,N
L5704,0010,3,"Custom shaped protective cover, below knee","Custom shape cover bk",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,20020101,,N
L5705,0010,3,"Custom shaped protective cover, above knee","Custom shape cover ak",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,20020101,,N
L5706,0010,3,"Custom shaped protective cover, knee disarticulation","Custom shape cvr knee disart",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,20020101,,N
L5707,0010,3,"Custom shaped protective cover, hip disarticulation","Custom shape cvr hip disart",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,20020101,,N
L5710,0010,3,"Addition, exoskeletal knee-shin system, single axis, manual lock","Kne-shin exo sng axi mnl loc",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5711,0010,3,"Additions exoskeletal knee-shin system, single axis, manual lock, ultra-light material","Knee-shin exo mnl lock ultra",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5712,0010,3,"Addition, exoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)","Knee-shin exo frict swg & st",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5714,0010,3,"Addition, exoskeletal knee-shin system, single axis, variable friction swing phase control","Knee-shin exo variable frict",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5716,0010,3,"Addition, exoskeletal knee-shin system, polycentric, mechanical stance phase lock","Knee-shin exo mech stance ph",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5718,0010,3,"Addition, exoskeletal knee-shin system, polycentric, friction swing and stance phase control","Knee-shin exo frct swg & sta",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5722,0010,3,"Addition, exoskeletal knee-shin system, single axis, pneumatic swing, friction stance phase control","Knee-shin pneum swg frct exo",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5724,0010,3,"Addition, exoskeletal knee-shin system, single axis, fluid swing phase control","Knee-shin exo fluid swing ph",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5726,0010,3,"Addition, exoskeletal knee-shin system, single axis, external joints fluid swing phase control","Knee-shin ext jnts fld swg e",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5728,0010,3,"Addition, exoskeletal knee-shin system, single axis, fluid swing and stance phase control","Knee-shin fluid swg & stance",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5780,0010,3,"Addition, exoskeletal knee-shin system, single axis, pneumatic/hydra pneumatic swing phase control","Knee-shin pneum/hydra pneum",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5781,0010,3,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management and moisture evacuation system","Lower limb pros vacuum pump",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20030101,20030101,,N
L5782,0010,3,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management and moisture evacuation system, heavy duty","Hd low limb pros vacuum pump",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20030101,20030101,,N
L5785,0010,3,"Addition, exoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)","Exoskeletal bk ultralt mater",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5790,0010,3,"Addition, exoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)","Exoskeletal ak ultra-light m",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5795,0010,3,"Addition, exoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)","Exoskel hip ultra-light mate",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5810,0010,3,"Addition, endoskeletal knee-shin system, single axis, manual lock","Endoskel knee-shin mnl lock",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5811,0010,3,"Addition, endoskeletal knee-shin system, single axis, manual lock, ultra-light material","Endo knee-shin mnl lck ultra",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5812,0010,3,"Addition, endoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)","Endo knee-shin frct swg & st",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5814,0010,3,"Addition, endoskeletal knee-shin system, polycentric, hydraulic swing phase control, mechanical stance phase lock","Endo knee-shin hydral swg ph",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19970101,19970101,,N
L5816,0010,3,"Addition, endoskeletal knee-shin system, polycentric, mechanical stance phase lock","Endo knee-shin polyc mch sta",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5818,0010,3,"Addition, endoskeletal knee-shin system, polycentric, friction swing, and stance phase control","Endo knee-shin frct swg & st",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5822,0010,3,"Addition, endoskeletal knee-shin system, single axis, pneumatic swing, friction stance phase control","Endo knee-shin pneum swg frc",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5824,0010,3,"Addition, endoskeletal knee-shin system, single axis, fluid swing phase control","Endo knee-shin fluid swing p",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5826,0010,3,"Addition, endoskeletal knee-shin system, single axis, hydraulic swing phase control, with miniature high activity frame","Miniature knee joint",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19980101,19990101,,N
L5828,0010,3,"Addition, endoskeletal knee-shin system, single axis, fluid swing and stance phase control","Endo knee-shin fluid swg/sta",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5830,0010,3,"Addition, endoskeletal knee-shin system, single axis, pneumatic/ swing phase control","Endo knee-shin pneum/swg pha",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5840,0010,3,"Addition, endoskeletal knee/shin system, 4-bar linkage or multiaxial, pneumatic swing phase control","Multi-axial knee/shin system",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,19990101,,N
L5845,0010,3,"Addition, endoskeletal, knee-shin system, stance flexion feature, adjustable","Knee-shin sys stance flexion",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19960101,19960101,,N
L5848,0010,3,"Addition to endoskeletal knee-shin system, fluid stance extension, dampening feature, with or without adjustability","Knee-shin sys hydraul stance",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20030101,20070101,,N
L5850,0010,3,"Addition, endoskeletal system, above knee or hip disarticulation, knee extension assist","Endo ak/hip knee extens assi",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,,,N
L5855,0010,3,"Addition, endoskeletal system, hip disarticulation, mechanical hip extension assist","Mech hip extension assist",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,19950101,,N
L5856,0010,3,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, microprocessor control feature, swing and stance phase, includes electronic sensor(s), any type","Elec knee-shin swing/stance",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20050101,20050101,,N
L5857,0010,3,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, microprocessor control feature, swing phase only, includes electronic sensor(s), any type","Elec knee-shin swing only",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20050101,20050101,,N
L5858,0010,3,"Addition to lower extremity prosthesis, endoskeletal knee shin system, microprocessor control feature, stance phase only, includes electronic sensor(s), any type","Stance phase only",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20060101,20060101,,N
L5859,0010,3,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, powered and programmable flexion/extension assist control, includes any type motor(s)","Knee-shin pro flex/ext cont",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20130101,20130101,,N
L5910,0010,3,"Addition, endoskeletal system, below knee, alignable system","Endo below knee alignable sy",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,,,N
L5920,0010,3,"Addition, endoskeletal system, above knee or hip disarticulation, alignable system","Endo ak/hip alignable system",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5925,0010,3,"Addition, endoskeletal system, above knee, knee disarticulation or hip disarticulation, manual lock","Above knee manual lock",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,20000101,,N
L5930,0010,3,"Addition, endoskeletal system, high activity knee control frame","High activity knee frame",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19960101,19960101,,N
L5940,0010,3,"Addition, endoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)","Endo bk ultra-light material",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,,,N
L5950,0010,3,"Addition, endoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)","Endo ak ultra-light material",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,,,N
L5960,0010,3,"Addition, endoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)","Endo hip ultra-light materia",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,,,N
L5961,0010,3,"Addition, endoskeletal system, polycentric hip joint, pneumatic or hydraulic control, rotation control, with or without flexion and/or extension control","Endo poly hip, pneu/hyd/rot",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20110101,20110101,,N
L5962,0010,3,"Addition, endoskeletal system, below knee, flexible protective outer surface covering system","Below knee flex cover system",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,19940101,,N
L5964,0010,3,"Addition, endoskeletal system, above knee, flexible protective outer surface covering system","Above knee flex cover system",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,19940101,,N
L5966,0010,3,"Addition, endoskeletal system, hip disarticulation, flexible protective outer surface covering system","Hip flexible cover system",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,19940101,,N
L5968,0010,3,"Addition to lower limb prosthesis, multiaxial ankle with swing phase active dorsiflexion feature","Multiaxial ankle w dorsiflex",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19990101,20000101,,N
L5969,0010,3,"Addition, endoskeletal ankle-foot or ankle system, power assist, includes any type motor(s)","Ak/ft power asst incl motors",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20140101,20140101,,N
L5970,0010,3,"All lower extremity prostheses, foot, external keel, sach foot","Foot external keel sach foot",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5971,0010,3,"All lower extremity prosthesis, solid ankle cushion heel (sach) foot, replacement only","Sach foot, replacement",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20060101,20060101,,N
L5972,0010,3,"All lower extremity prostheses, foot, flexible keel","Flexible keel foot",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,20130101,,N
L5973,0010,3,"Endoskeletal ankle foot system, microprocessor controlled feature, dorsiflexion and/or plantar flexion control, includes power source","Ank-foot sys dors-plant flex",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20100101,20100101,,N
L5974,0010,3,"All lower extremity prostheses, foot, single axis ankle/foot","Foot single axis ankle/foot",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5975,0010,3,"All lower extremity prosthesis, combination single axis ankle and flexible keel foot","Combo ankle/foot prosthesis",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19990101,19990101,,N
L5976,0010,3,"All lower extremity prostheses, energy storing foot (seattle carbon copy ii or equal)","Energy storing foot",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5978,0010,3,"All lower extremity prostheses, foot, multiaxial ankle/foot","Ft prosth multiaxial ankl/ft",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5979,0010,3,"All lower extremity prosthesis, multi-axial ankle, dynamic response foot, one piece system","Multi-axial ankle/ft prosth",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,20010101,,N
L5980,0010,3,"All lower extremity prostheses, flex foot system","Flex foot system",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5981,0010,3,"All lower extremity prostheses, flex-walk system or equal","Flex-walk sys low ext prosth",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,19940101,,N
L5982,0010,3,"All exoskeletal lower extremity prostheses, axial rotation unit","Exoskeletal axial rotation u",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5984,0010,3,"All endoskeletal lower extremity prosthesis, axial rotation unit, with or without adjustability","Endoskeletal axial rotation",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,20040101,,N
